paper,figure_panel_series,target_entity,target_entity_class,quantity,species,value,unit,source_evidence,evidence_locator,source_kind,assertion_status,evidence_kind,expected_scope,bound_at_scope,mention_recovered,assertion_created,applicability_resolved,binding_status,resolved_output_status,inherited_by_case,recipe_status,kb_status,kg_status,canonical_status,first_missing_stage
10.1039_d0cp03358h,F9d/500 cycles,10.1039_d0cp03358h-E030,ExperimentalProfile,feature_height,,100 nm; 500 nm,,"feature_height is varied by a panel/series of this figure, so a figure-scope value is one panel's setting and cannot be applied to this entity",,,,,figure,,True,True,False,ambiguous_withheld,candidates_preserved,False,withheld,candidates_preserved,present,n/a,applicability
10.1039_d0cp03358h,F9d/1000 cycles,10.1039_d0cp03358h-E031,ExperimentalProfile,cycle_number,,1000,cycles,1000 cycles,series label '1000 cycles' (axis 'cycle_number'),series_label,direct,experimental_condition,series,series,True,True,True,bound,present,True,present,present,present,present,
10.1039_d0cp03358h,F9d/1000 cycles,10.1039_d0cp03358h-E031,ExperimentalProfile,working_pressure,,3,hPa,process pressure was ca. 3 hPa,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,present,True,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F9d/1000 cycles,10.1039_d0cp03358h-E031,ExperimentalProfile,deposition_temperature,,300,°C,grown at 300 °C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,present,True,present,present,present,present,
10.1039_d0cp03358h,F9d/1000 cycles,10.1039_d0cp03358h-E031,ExperimentalProfile,flow_rate,N2,150,sccm,flow rate of 150 sccm,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,present,True,present,present,present,present,
10.1039_d0cp03358h,F9d/1000 cycles,10.1039_d0cp03358h-E031,ExperimentalProfile,feature_height,,100 nm; 500 nm,,"feature_height is varied by a panel/series of this figure, so a figure-scope value is one panel's setting and cannot be applied to this entity",,,,,figure,,True,True,False,ambiguous_withheld,candidates_preserved,False,withheld,candidates_preserved,present,n/a,applicability
10.1039_d0cp03358h,F9e/250 cycles,10.1039_d0cp03358h-E032,ExperimentalProfile,cycle_number,,250,cycles,250 cycles,series label '250 cycles' (axis 'cycle_number'),series_label,direct,experimental_condition,series,series,True,True,True,bound,present,True,present,present,present,present,
10.1039_d0cp03358h,F9e/250 cycles,10.1039_d0cp03358h-E032,ExperimentalProfile,working_pressure,,3,hPa,process pressure was ca. 3 hPa,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,present,True,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F9e/250 cycles,10.1039_d0cp03358h-E032,ExperimentalProfile,deposition_temperature,,300,°C,grown at 300 °C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,present,True,present,present,present,present,
10.1039_d0cp03358h,F9e/250 cycles,10.1039_d0cp03358h-E032,ExperimentalProfile,flow_rate,N2,150,sccm,flow rate of 150 sccm,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,present,True,present,present,present,present,
10.1039_d0cp03358h,F9e/250 cycles,10.1039_d0cp03358h-E032,ExperimentalProfile,feature_height,,100 nm; 500 nm,,"feature_height is varied by a panel/series of this figure, so a figure-scope value is one panel's setting and cannot be applied to this entity",,,,,figure,,True,True,False,ambiguous_withheld,candidates_preserved,False,withheld,candidates_preserved,present,n/a,applicability
10.1039_d0cp03358h,F9e/500 cycles,10.1039_d0cp03358h-E033,ExperimentalProfile,cycle_number,,500,cycles,500 cycles,series label '500 cycles' (axis 'cycle_number'),series_label,direct,experimental_condition,series,series,True,True,True,bound,present,True,present,present,present,present,
10.1039_d0cp03358h,F9e/500 cycles,10.1039_d0cp03358h-E033,ExperimentalProfile,working_pressure,,3,hPa,process pressure was ca. 3 hPa,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,present,True,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F9e/500 cycles,10.1039_d0cp03358h-E033,ExperimentalProfile,deposition_temperature,,300,°C,grown at 300 °C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,present,True,present,present,present,present,
10.1039_d0cp03358h,F9e/500 cycles,10.1039_d0cp03358h-E033,ExperimentalProfile,flow_rate,N2,150,sccm,flow rate of 150 sccm,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,present,True,present,present,present,present,
10.1039_d0cp03358h,F9e/500 cycles,10.1039_d0cp03358h-E033,ExperimentalProfile,feature_height,,100 nm; 500 nm,,"feature_height is varied by a panel/series of this figure, so a figure-scope value is one panel's setting and cannot be applied to this entity",,,,,figure,,True,True,False,ambiguous_withheld,candidates_preserved,False,withheld,candidates_preserved,present,n/a,applicability
10.1039_d0cp03358h,F9e/1000 cycles,10.1039_d0cp03358h-E034,ExperimentalProfile,cycle_number,,1000,cycles,1000 cycles,series label '1000 cycles' (axis 'cycle_number'),series_label,direct,experimental_condition,series,series,True,True,True,bound,present,True,present,present,present,present,
10.1039_d0cp03358h,F9e/1000 cycles,10.1039_d0cp03358h-E034,ExperimentalProfile,working_pressure,,3,hPa,process pressure was ca. 3 hPa,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,present,True,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F9e/1000 cycles,10.1039_d0cp03358h-E034,ExperimentalProfile,deposition_temperature,,300,°C,grown at 300 °C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,present,True,present,present,present,present,
10.1039_d0cp03358h,F9e/1000 cycles,10.1039_d0cp03358h-E034,ExperimentalProfile,flow_rate,N2,150,sccm,flow rate of 150 sccm,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,present,True,present,present,present,present,
10.1039_d0cp03358h,F9e/1000 cycles,10.1039_d0cp03358h-E034,ExperimentalProfile,feature_height,,100 nm; 500 nm,,"feature_height is varied by a panel/series of this figure, so a figure-scope value is one panel's setting and cannot be applied to this entity",,,,,figure,,True,True,False,ambiguous_withheld,candidates_preserved,False,withheld,candidates_preserved,present,n/a,applicability
10.1039_d0cp03358h,F9f/250 cycles,10.1039_d0cp03358h-E035,ExperimentalProfile,cycle_number,,250,cycles,250 cycles,series label '250 cycles' (axis 'cycle_number'),series_label,direct,experimental_condition,series,series,True,True,True,bound,present,True,present,present,present,present,
10.1039_d0cp03358h,F9f/250 cycles,10.1039_d0cp03358h-E035,ExperimentalProfile,working_pressure,,3,hPa,process pressure was ca. 3 hPa,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,present,True,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F9f/250 cycles,10.1039_d0cp03358h-E035,ExperimentalProfile,deposition_temperature,,300,°C,grown at 300 °C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,present,True,present,present,present,present,
10.1039_d0cp03358h,F9f/250 cycles,10.1039_d0cp03358h-E035,ExperimentalProfile,flow_rate,N2,150,sccm,flow rate of 150 sccm,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,present,True,present,present,present,present,
10.1039_d0cp03358h,F9f/250 cycles,10.1039_d0cp03358h-E035,ExperimentalProfile,feature_height,,100 nm; 500 nm,,"feature_height is varied by a panel/series of this figure, so a figure-scope value is one panel's setting and cannot be applied to this entity",,,,,figure,,True,True,False,ambiguous_withheld,candidates_preserved,False,withheld,candidates_preserved,present,n/a,applicability
10.1039_d0cp03358h,F9f/500 cycles,10.1039_d0cp03358h-E036,ExperimentalProfile,cycle_number,,500,cycles,500 cycles,series label '500 cycles' (axis 'cycle_number'),series_label,direct,experimental_condition,series,series,True,True,True,bound,present,True,present,present,present,present,
10.1039_d0cp03358h,F9f/500 cycles,10.1039_d0cp03358h-E036,ExperimentalProfile,working_pressure,,3,hPa,process pressure was ca. 3 hPa,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,present,True,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F9f/500 cycles,10.1039_d0cp03358h-E036,ExperimentalProfile,deposition_temperature,,300,°C,grown at 300 °C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,present,True,present,present,present,present,
10.1039_d0cp03358h,F9f/500 cycles,10.1039_d0cp03358h-E036,ExperimentalProfile,flow_rate,N2,150,sccm,flow rate of 150 sccm,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,present,True,present,present,present,present,
10.1039_d0cp03358h,F9f/500 cycles,10.1039_d0cp03358h-E036,ExperimentalProfile,feature_height,,100 nm; 500 nm,,"feature_height is varied by a panel/series of this figure, so a figure-scope value is one panel's setting and cannot be applied to this entity",,,,,figure,,True,True,False,ambiguous_withheld,candidates_preserved,False,withheld,candidates_preserved,present,n/a,applicability
10.1039_d0cp03358h,F9f/1000 cycles,10.1039_d0cp03358h-E037,ExperimentalProfile,cycle_number,,1000,cycles,1000 cycles,series label '1000 cycles' (axis 'cycle_number'),series_label,direct,experimental_condition,series,series,True,True,True,bound,present,True,present,present,present,present,
10.1039_d0cp03358h,F9f/1000 cycles,10.1039_d0cp03358h-E037,ExperimentalProfile,working_pressure,,3,hPa,process pressure was ca. 3 hPa,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,present,True,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F9f/1000 cycles,10.1039_d0cp03358h-E037,ExperimentalProfile,deposition_temperature,,300,°C,grown at 300 °C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,present,True,present,present,present,present,
10.1039_d0cp03358h,F9f/1000 cycles,10.1039_d0cp03358h-E037,ExperimentalProfile,flow_rate,N2,150,sccm,flow rate of 150 sccm,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,present,True,present,present,present,present,
10.1039_d0cp03358h,F9f/1000 cycles,10.1039_d0cp03358h-E037,ExperimentalProfile,feature_height,,100 nm; 500 nm,,"feature_height is varied by a panel/series of this figure, so a figure-scope value is one panel's setting and cannot be applied to this entity",,,,,figure,,True,True,False,ambiguous_withheld,candidates_preserved,False,withheld,candidates_preserved,present,n/a,applicability
10.1039_d0cp03358h,F10a/100 nm,10.1039_d0cp03358h-E038,SimulationRun,feature_height,,100,nm,100 nm,series label '100 nm' (axis 'channel height'),series_label,direct,experimental_condition,series,series,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10a/100 nm,10.1039_d0cp03358h-E038,SimulationRun,working_pressure,,3,hPa,process pressure was ca. 3 hPa,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10a/100 nm,10.1039_d0cp03358h-E038,SimulationRun,deposition_temperature,,300,°C,grown at 300 °C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10a/100 nm,10.1039_d0cp03358h-E038,SimulationRun,flow_rate,N2,150,sccm,flow rate of 150 sccm,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10a/100 nm,10.1039_d0cp03358h-E038,SimulationRun,precursor_partial_pressure,TMA,65,Pa,p A0 = 65 Pa,figure 10 caption,caption,direct,model_input,figure,figure,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10a/100 nm,10.1039_d0cp03358h-E038,SimulationRun,carrier_gas_partial_pressure,N2,300,Pa,p B = 300 Pa,figure 10 caption,caption,direct,model_input,figure,figure,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10a/100 nm,10.1039_d0cp03358h-E038,SimulationRun,cycle_number,,500 cycle,,"cycle_number is varied by a panel/series of this figure, so a method-scope value is one panel's setting and cannot be applied to this entity",,,,,method,,True,True,False,ambiguous_withheld,candidates_preserved,False,withheld,candidates_preserved,present,n/a,applicability
10.1039_d0cp03358h,F10a/200 nm,10.1039_d0cp03358h-E039,SimulationRun,feature_height,,200,nm,200 nm,series label '200 nm' (axis 'channel height'),series_label,direct,experimental_condition,series,series,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10a/200 nm,10.1039_d0cp03358h-E039,SimulationRun,working_pressure,,3,hPa,process pressure was ca. 3 hPa,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10a/200 nm,10.1039_d0cp03358h-E039,SimulationRun,deposition_temperature,,300,°C,grown at 300 °C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10a/200 nm,10.1039_d0cp03358h-E039,SimulationRun,flow_rate,N2,150,sccm,flow rate of 150 sccm,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10a/200 nm,10.1039_d0cp03358h-E039,SimulationRun,precursor_partial_pressure,TMA,65,Pa,p A0 = 65 Pa,figure 10 caption,caption,direct,model_input,figure,figure,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10a/200 nm,10.1039_d0cp03358h-E039,SimulationRun,carrier_gas_partial_pressure,N2,300,Pa,p B = 300 Pa,figure 10 caption,caption,direct,model_input,figure,figure,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10a/200 nm,10.1039_d0cp03358h-E039,SimulationRun,cycle_number,,500 cycle,,"cycle_number is varied by a panel/series of this figure, so a method-scope value is one panel's setting and cannot be applied to this entity",,,,,method,,True,True,False,ambiguous_withheld,candidates_preserved,False,withheld,candidates_preserved,present,n/a,applicability
10.1039_d0cp03358h,F10a/500 nm,10.1039_d0cp03358h-E040,SimulationRun,feature_height,,500,nm,500 nm,series label '500 nm' (axis 'channel height'),series_label,direct,experimental_condition,series,series,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10a/500 nm,10.1039_d0cp03358h-E040,SimulationRun,working_pressure,,3,hPa,process pressure was ca. 3 hPa,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10a/500 nm,10.1039_d0cp03358h-E040,SimulationRun,deposition_temperature,,300,°C,grown at 300 °C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10a/500 nm,10.1039_d0cp03358h-E040,SimulationRun,flow_rate,N2,150,sccm,flow rate of 150 sccm,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10a/500 nm,10.1039_d0cp03358h-E040,SimulationRun,precursor_partial_pressure,TMA,65,Pa,p A0 = 65 Pa,figure 10 caption,caption,direct,model_input,figure,figure,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10a/500 nm,10.1039_d0cp03358h-E040,SimulationRun,carrier_gas_partial_pressure,N2,300,Pa,p B = 300 Pa,figure 10 caption,caption,direct,model_input,figure,figure,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10a/500 nm,10.1039_d0cp03358h-E040,SimulationRun,cycle_number,,500 cycle,,"cycle_number is varied by a panel/series of this figure, so a method-scope value is one panel's setting and cannot be applied to this entity",,,,,method,,True,True,False,ambiguous_withheld,candidates_preserved,False,withheld,candidates_preserved,present,n/a,applicability
10.1039_d0cp03358h,F10a/1000 nm,10.1039_d0cp03358h-E041,SimulationRun,feature_height,,1000,nm,1000 nm,series label '1000 nm' (axis 'channel height'),series_label,direct,experimental_condition,series,series,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10a/1000 nm,10.1039_d0cp03358h-E041,SimulationRun,working_pressure,,3,hPa,process pressure was ca. 3 hPa,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10a/1000 nm,10.1039_d0cp03358h-E041,SimulationRun,deposition_temperature,,300,°C,grown at 300 °C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10a/1000 nm,10.1039_d0cp03358h-E041,SimulationRun,flow_rate,N2,150,sccm,flow rate of 150 sccm,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10a/1000 nm,10.1039_d0cp03358h-E041,SimulationRun,precursor_partial_pressure,TMA,65,Pa,p A0 = 65 Pa,figure 10 caption,caption,direct,model_input,figure,figure,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10a/1000 nm,10.1039_d0cp03358h-E041,SimulationRun,carrier_gas_partial_pressure,N2,300,Pa,p B = 300 Pa,figure 10 caption,caption,direct,model_input,figure,figure,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10a/1000 nm,10.1039_d0cp03358h-E041,SimulationRun,cycle_number,,500 cycle,,"cycle_number is varied by a panel/series of this figure, so a method-scope value is one panel's setting and cannot be applied to this entity",,,,,method,,True,True,False,ambiguous_withheld,candidates_preserved,False,withheld,candidates_preserved,present,n/a,applicability
10.1039_d0cp03358h,F10a/2000 nm,10.1039_d0cp03358h-E042,SimulationRun,feature_height,,2000,nm,2000 nm,series label '2000 nm' (axis 'channel height'),series_label,direct,experimental_condition,series,series,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10a/2000 nm,10.1039_d0cp03358h-E042,SimulationRun,working_pressure,,3,hPa,process pressure was ca. 3 hPa,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10a/2000 nm,10.1039_d0cp03358h-E042,SimulationRun,deposition_temperature,,300,°C,grown at 300 °C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10a/2000 nm,10.1039_d0cp03358h-E042,SimulationRun,flow_rate,N2,150,sccm,flow rate of 150 sccm,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10a/2000 nm,10.1039_d0cp03358h-E042,SimulationRun,precursor_partial_pressure,TMA,65,Pa,p A0 = 65 Pa,figure 10 caption,caption,direct,model_input,figure,figure,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10a/2000 nm,10.1039_d0cp03358h-E042,SimulationRun,carrier_gas_partial_pressure,N2,300,Pa,p B = 300 Pa,figure 10 caption,caption,direct,model_input,figure,figure,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10a/2000 nm,10.1039_d0cp03358h-E042,SimulationRun,cycle_number,,500 cycle,,"cycle_number is varied by a panel/series of this figure, so a method-scope value is one panel's setting and cannot be applied to this entity",,,,,method,,True,True,False,ambiguous_withheld,candidates_preserved,False,withheld,candidates_preserved,present,n/a,applicability
10.1039_d0cp03358h,F10b/100 nm,10.1039_d0cp03358h-E043,SimulationRun,feature_height,,100,nm,100 nm,series label '100 nm' (axis 'channel height'),series_label,direct,experimental_condition,series,series,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10b/100 nm,10.1039_d0cp03358h-E043,SimulationRun,working_pressure,,3,hPa,process pressure was ca. 3 hPa,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10b/100 nm,10.1039_d0cp03358h-E043,SimulationRun,deposition_temperature,,300,°C,grown at 300 °C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10b/100 nm,10.1039_d0cp03358h-E043,SimulationRun,flow_rate,N2,150,sccm,flow rate of 150 sccm,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10b/100 nm,10.1039_d0cp03358h-E043,SimulationRun,precursor_partial_pressure,TMA,65,Pa,p A0 = 65 Pa,figure 10 caption,caption,direct,model_input,figure,figure,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10b/100 nm,10.1039_d0cp03358h-E043,SimulationRun,carrier_gas_partial_pressure,N2,300,Pa,p B = 300 Pa,figure 10 caption,caption,direct,model_input,figure,figure,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10b/100 nm,10.1039_d0cp03358h-E043,SimulationRun,cycle_number,,500 cycle,,"cycle_number is varied by a panel/series of this figure, so a method-scope value is one panel's setting and cannot be applied to this entity",,,,,method,,True,True,False,ambiguous_withheld,candidates_preserved,False,withheld,candidates_preserved,present,n/a,applicability
10.1039_d0cp03358h,F10b/200 nm,10.1039_d0cp03358h-E044,SimulationRun,feature_height,,200,nm,200 nm,series label '200 nm' (axis 'channel height'),series_label,direct,experimental_condition,series,series,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10b/200 nm,10.1039_d0cp03358h-E044,SimulationRun,working_pressure,,3,hPa,process pressure was ca. 3 hPa,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10b/200 nm,10.1039_d0cp03358h-E044,SimulationRun,deposition_temperature,,300,°C,grown at 300 °C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10b/200 nm,10.1039_d0cp03358h-E044,SimulationRun,flow_rate,N2,150,sccm,flow rate of 150 sccm,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10b/200 nm,10.1039_d0cp03358h-E044,SimulationRun,precursor_partial_pressure,TMA,65,Pa,p A0 = 65 Pa,figure 10 caption,caption,direct,model_input,figure,figure,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10b/200 nm,10.1039_d0cp03358h-E044,SimulationRun,carrier_gas_partial_pressure,N2,300,Pa,p B = 300 Pa,figure 10 caption,caption,direct,model_input,figure,figure,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10b/200 nm,10.1039_d0cp03358h-E044,SimulationRun,cycle_number,,500 cycle,,"cycle_number is varied by a panel/series of this figure, so a method-scope value is one panel's setting and cannot be applied to this entity",,,,,method,,True,True,False,ambiguous_withheld,candidates_preserved,False,withheld,candidates_preserved,present,n/a,applicability
10.1039_d0cp03358h,F10b/500 nm,10.1039_d0cp03358h-E045,SimulationRun,feature_height,,500,nm,500 nm,series label '500 nm' (axis 'channel height'),series_label,direct,experimental_condition,series,series,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10b/500 nm,10.1039_d0cp03358h-E045,SimulationRun,working_pressure,,3,hPa,process pressure was ca. 3 hPa,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10b/500 nm,10.1039_d0cp03358h-E045,SimulationRun,deposition_temperature,,300,°C,grown at 300 °C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10b/500 nm,10.1039_d0cp03358h-E045,SimulationRun,flow_rate,N2,150,sccm,flow rate of 150 sccm,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10b/500 nm,10.1039_d0cp03358h-E045,SimulationRun,precursor_partial_pressure,TMA,65,Pa,p A0 = 65 Pa,figure 10 caption,caption,direct,model_input,figure,figure,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10b/500 nm,10.1039_d0cp03358h-E045,SimulationRun,carrier_gas_partial_pressure,N2,300,Pa,p B = 300 Pa,figure 10 caption,caption,direct,model_input,figure,figure,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10b/500 nm,10.1039_d0cp03358h-E045,SimulationRun,cycle_number,,500 cycle,,"cycle_number is varied by a panel/series of this figure, so a method-scope value is one panel's setting and cannot be applied to this entity",,,,,method,,True,True,False,ambiguous_withheld,candidates_preserved,False,withheld,candidates_preserved,present,n/a,applicability
10.1039_d0cp03358h,F10b/1000 nm,10.1039_d0cp03358h-E046,SimulationRun,feature_height,,1000,nm,1000 nm,series label '1000 nm' (axis 'channel height'),series_label,direct,experimental_condition,series,series,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10b/1000 nm,10.1039_d0cp03358h-E046,SimulationRun,working_pressure,,3,hPa,process pressure was ca. 3 hPa,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10b/1000 nm,10.1039_d0cp03358h-E046,SimulationRun,deposition_temperature,,300,°C,grown at 300 °C,methods section,methods,direct,experimental_condition,method,method,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10b/1000 nm,10.1039_d0cp03358h-E046,SimulationRun,flow_rate,N2,150,sccm,flow rate of 150 sccm,methods section,methods,approximate,experimental_condition,method,method,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10b/1000 nm,10.1039_d0cp03358h-E046,SimulationRun,precursor_partial_pressure,TMA,65,Pa,p A0 = 65 Pa,figure 10 caption,caption,direct,model_input,figure,figure,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10b/1000 nm,10.1039_d0cp03358h-E046,SimulationRun,carrier_gas_partial_pressure,N2,300,Pa,p B = 300 Pa,figure 10 caption,caption,direct,model_input,figure,figure,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
10.1039_d0cp03358h,F10b/1000 nm,10.1039_d0cp03358h-E046,SimulationRun,cycle_number,,500 cycle,,"cycle_number is varied by a panel/series of this figure, so a method-scope value is one panel's setting and cannot be applied to this entity",,,,,method,,True,True,False,ambiguous_withheld,candidates_preserved,False,withheld,candidates_preserved,present,n/a,applicability
10.1039_d0cp03358h,F10b/2000 nm,10.1039_d0cp03358h-E047,SimulationRun,feature_height,,2000,nm,2000 nm,series label '2000 nm' (axis 'channel height'),series_label,direct,experimental_condition,series,series,True,True,True,bound,entity_only(no case: simulation),,not_a_recipe_field,present,present,present,
