_stratum,classification_method,condition_status,confidence,current_granularity,current_is_model_result,current_record_id,current_record_kind,current_relevance,current_series_id,current_source_kind,doi,duplicate_evidence_bindings,fallback_substitutions,fig_docling_index,figure_data_conditions,figure_image,first_failure_stage,ground_truth_basis,ground_truth_evidence_span,incorrect_conditions,kb_visible_conditions,manual_review_required,missing_conditions,over_broadcast_conditions,panel,paper_ground_truth_entity_kind,paper_id,pressure_in_caption,pressure_in_pressure_json,pressure_json_conditions,pressure_on_record_usable,printed_figure_number,recipe_conditions,record_id,records_conditions,resolved_conditions,responsible_code_path,root_cause_category,run_structure,sample_index,sample_or_run_id,sampling_stratum,series_label,source_caption,source_curve_n_points,source_pdf_page,supported_as_physical_experiment,underlying_case_key
condition_axis|experimental,caption_inferred,"{""pressure"": ""hidden_by_fallback"", ""chamber_total_pressure"": ""incorrectly_broadcast""}",0.9,single,False,10.1021_acs.chemmater.2c01154-8a-S16-P002,series_member_experiment,experimental,10.1021_acs.chemmater.2c01154-8a-S16,vision-llm,10.1021_acs.chemmater.2c01154,chamber_total_pressure=0.799932 x2,species,17,{},figures/fig_17.png,06_to_kb._dedup_pressures / ambiguity flagging,growth vs temperature: one deposition per temperature,as a function of deposition temperature and the H 2 flow ratio,,"['H2 flow ratio', 'base_pressure', 'deposition_temperature', 'molecular_mass', 'precursor_molecular_diameter']",False,pressure,"chamber_total_pressure@paper:[0.799932, 26.6644]",a,experimental_case,10.1021_acs.chemmater.2c01154,False,True,"[{""type"": ""base_pressure"", ""value"": 1e-06, ""unit"": ""Torr"", ""context"": ""apparatus_setting"", ""species"": null}, {""type"": ""chamber_total_pressure"", ""value"": 6, ""unit"": ""mTorr"", ""context"": ""process_condition"", ""species"": null}, {""type"": ""chamber_total_pressure"", ""value"": 200, ""unit"": ""mTorr"", ""context"": ""process_condition"", ""species"": null}, {""type"": ""chamber_total_pressure"", ""value"": 6, ""unit"": ""mTorr"", ""context"": ""process_condition"", ""species"": null}]",False,8,"{""temperature"": 160, ""carrier_gas"": {""species"": ""Ar""}}",10.1021_acs.chemmater.2c01154-8a-S16-P002,{},"['H2 flow ratio', 'base_pressure', 'chamber_total_pressure', 'deposition_temperature', 'molecular_mass', 'precursor_molecular_diameter']",03_corpus/scripts/06_to_kb.py::_dedup_pressures,I,separate_depositions,44,,condition_axis|experimental,H2 flow ratio: 0.80,Figure 8. Effect of the H 2 flow ratio on electrical properties. Heat map of film resistivity as a function of deposition temperature and the H 2 flow ratio. The films were deposited using 100 -140 ALD cycles.,7,,yes,10.1021_acs.chemmater.2c01154::F8::a::0.80
unresolved_experiment_record|experimental,heuristic,"{""temperature"": ""correctly_extracted_and_bound"", ""legend:4.8 nm"": ""bound_with_wrong_quantity"", ""pressure"": ""hidden_by_fallback"", ""chamber_total_pressure"": ""incorrectly_broadcast""}",0.9,unresolved,False,10.1021_acs.chemmater.2c01154-F1b-10,unresolved_experiment_record,experimental,,vision-llm,10.1021_acs.chemmater.2c01154,chamber_total_pressure=0.799932 x2,species,10,"{""temperature"": ""150 °C""}",figures/fig_10.png,06_to_kb._dedup_pressures / ambiguity flagging,record kind unresolved_experiment_record not classifiable from local evidence,,,"['base_pressure', 'molecular_mass', 'precursor_molecular_diameter', 'temperature']",True,pressure,"chamber_total_pressure@paper:[0.799932, 26.6644]",b,unknown,10.1021_acs.chemmater.2c01154,False,True,"[{""type"": ""base_pressure"", ""value"": 1e-06, ""unit"": ""Torr"", ""context"": ""apparatus_setting"", ""species"": null}, {""type"": ""chamber_total_pressure"", ""value"": 6, ""unit"": ""mTorr"", ""context"": ""process_condition"", ""species"": null}, {""type"": ""chamber_total_pressure"", ""value"": 200, ""unit"": ""mTorr"", ""context"": ""process_condition"", ""species"": null}, {""type"": ""chamber_total_pressure"", ""value"": 6, ""unit"": ""mTorr"", ""context"": ""process_condition"", ""species"": null}]",False,1,"{""temperature"": 150.0, ""carrier_gas"": {""species"": ""Ar""}}",10.1021_acs.chemmater.2c01154-F1b-10,"{""temperature"": ""150 °C""}","['base_pressure', 'chamber_total_pressure', 'molecular_mass', 'precursor_molecular_diameter', 'temperature']",03_corpus/scripts/06_to_kb.py::_dedup_pressures,I,,45,,unresolved_experiment_record|experimental,number of cycles: 50 cyc (4.8 nm),"Figure 1. Illustration of the PEALD process and its ability to deposit crystalline, wafer-scale MoS 2 films of controlled thicknesses at low temperatures. (a) Schematic of the process and Raman spectra showing the effect of the H 2 flow ratio on crystallinity of MoS x films (150 ° C, 140 ALD cycles). (b) Raman spectra and ex situ SE thicknesses illustrating crystallinity and accurate thickness con",11,,uncertain,10.1021_acs.chemmater.2c01154::F1::b::50 cyc (4.8 nm)
single_experiment|experimental,heuristic,"{""legend:300 °C"": ""correctly_extracted_and_bound"", ""pressure"": ""hidden_by_fallback"", ""chamber_total_pressure"": ""incorrectly_broadcast""}",0.9,single,False,10.1021_acs.chemmater.2c01154-F4a-18,single_experiment,experimental,,vision-llm,10.1021_acs.chemmater.2c01154,chamber_total_pressure=0.799932 x2,species,13,{},figures/fig_13.png,06_to_kb._dedup_pressures / ambiguity flagging,record kind single_experiment not classifiable from local evidence,,,"['base_pressure', 'deposition_temperature', 'molecular_mass', 'precursor_molecular_diameter']",True,pressure,"chamber_total_pressure@paper:[0.799932, 26.6644]",a,unknown,10.1021_acs.chemmater.2c01154,False,True,"[{""type"": ""base_pressure"", ""value"": 1e-06, ""unit"": ""Torr"", ""context"": ""apparatus_setting"", ""species"": null}, {""type"": ""chamber_total_pressure"", ""value"": 6, ""unit"": ""mTorr"", ""context"": ""process_condition"", ""species"": null}, {""type"": ""chamber_total_pressure"", ""value"": 200, ""unit"": ""mTorr"", ""context"": ""process_condition"", ""species"": null}, {""type"": ""chamber_total_pressure"", ""value"": 6, ""unit"": ""mTorr"", ""context"": ""process_condition"", ""species"": null}]",False,4,"{""temperature"": 300.0, ""carrier_gas"": {""species"": ""Ar""}}",10.1021_acs.chemmater.2c01154-F4a-18,{},"['base_pressure', 'chamber_total_pressure', 'deposition_temperature', 'molecular_mass', 'precursor_molecular_diameter']",03_corpus/scripts/06_to_kb.py::_dedup_pressures,I,,46,,single_experiment|experimental,deposition_temperature: 300 °C,Figure 4. Effect of the H2 flow ratio on film stoichiometry and correlation of stoichiometry and crystallinity as shown by a heat map of S/Mo atomic ratio analyzed by XPS (the three regions identified are highlighted). The films were deposited using 100 -140 ALD cycles.,1,,uncertain,10.1021_acs.chemmater.2c01154::F4::a::300 °C
condition_axis|experimental,heuristic,"{""film_thickness"": ""correctly_extracted_and_bound""}",0.95,single,False,10.1021_acs.chemmater.2c02292-4c-S5-P003,series_member_experiment,experimental,10.1021_acs.chemmater.2c02292-4c-S5,vision-llm,10.1021_acs.chemmater.2c02292,,species,4,"{""film_thickness"": ""50 nm""}",figures/fig_4.png,06_to_kb.split_condition_series,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,,"['film_thickness', 'molecular_mass', 'site_density']",True,,,c,unknown,10.1021_acs.chemmater.2c02292,False,False,[],False,4,{},10.1021_acs.chemmater.2c02292-4c-S5-P003,"{""film_thickness"": ""50 nm""}","['film_thickness', 'molecular_mass', 'site_density']",03_corpus/scripts/06_to_kb.py::split_condition_series,P,undetermined,47,,condition_axis|experimental,sample state: Annealed,"Figure 4: a) and b) Synchrotron-based 2D GIWAXS patterns of a 50 nm as-deposited film and of the same film annealed in helium. c) Azimuthal integration of the GIWAXS data for the two films . d) and e) PDFs of the as-deposited and the annealed films, resulting from the grazing incidence total X-ray scattering patterns shown in Figure S4 . The respective zoomed images are provided in the left side o",38,,uncertain,10.1021_acs.chemmater.2c02292::F4::c::Annealed
condition_axis|experimental,heuristic,"{""film_thickness"": ""correctly_extracted_and_bound""}",0.95,single,False,10.1021_acs.chemmater.2c02292-4c-S5-P022,series_member_experiment,experimental,10.1021_acs.chemmater.2c02292-4c-S5,vision-llm,10.1021_acs.chemmater.2c02292,,species,4,"{""film_thickness"": ""50 nm""}",figures/fig_4.png,06_to_kb.split_condition_series,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,,"['film_thickness', 'molecular_mass', 'site_density']",True,,,c,unknown,10.1021_acs.chemmater.2c02292,False,False,[],False,4,{},10.1021_acs.chemmater.2c02292-4c-S5-P022,"{""film_thickness"": ""50 nm""}","['film_thickness', 'molecular_mass', 'site_density']",03_corpus/scripts/06_to_kb.py::split_condition_series,P,undetermined,48,,condition_axis|experimental,sample state: Annealed,"Figure 4: a) and b) Synchrotron-based 2D GIWAXS patterns of a 50 nm as-deposited film and of the same film annealed in helium. c) Azimuthal integration of the GIWAXS data for the two films . d) and e) PDFs of the as-deposited and the annealed films, resulting from the grazing incidence total X-ray scattering patterns shown in Figure S4 . The respective zoomed images are provided in the left side o",38,,uncertain,10.1021_acs.chemmater.2c02292::F4::c::Annealed
condition_axis|experimental,heuristic,"{""film_thickness"": ""correctly_extracted_and_bound""}",0.95,single,False,10.1021_acs.chemmater.2c02292-4c-S5-P027,series_member_experiment,experimental,10.1021_acs.chemmater.2c02292-4c-S5,vision-llm,10.1021_acs.chemmater.2c02292,,species,4,"{""film_thickness"": ""50 nm""}",figures/fig_4.png,06_to_kb.split_condition_series,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,,"['film_thickness', 'molecular_mass', 'site_density']",True,,,c,unknown,10.1021_acs.chemmater.2c02292,False,False,[],False,4,{},10.1021_acs.chemmater.2c02292-4c-S5-P027,"{""film_thickness"": ""50 nm""}","['film_thickness', 'molecular_mass', 'site_density']",03_corpus/scripts/06_to_kb.py::split_condition_series,P,undetermined,49,,condition_axis|experimental,sample state: Annealed,"Figure 4: a) and b) Synchrotron-based 2D GIWAXS patterns of a 50 nm as-deposited film and of the same film annealed in helium. c) Azimuthal integration of the GIWAXS data for the two films . d) and e) PDFs of the as-deposited and the annealed films, resulting from the grazing incidence total X-ray scattering patterns shown in Figure S4 . The respective zoomed images are provided in the left side o",38,,uncertain,10.1021_acs.chemmater.2c02292::F4::c::Annealed
condition_axis|experimental,heuristic,"{""film_thickness"": ""correctly_extracted_and_bound""}",0.95,single,False,10.1021_acs.chemmater.2c02292-4c-S5-P034,series_member_experiment,experimental,10.1021_acs.chemmater.2c02292-4c-S5,vision-llm,10.1021_acs.chemmater.2c02292,,species,4,"{""film_thickness"": ""50 nm""}",figures/fig_4.png,06_to_kb.split_condition_series,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,,"['film_thickness', 'molecular_mass', 'site_density']",True,,,c,unknown,10.1021_acs.chemmater.2c02292,False,False,[],False,4,{},10.1021_acs.chemmater.2c02292-4c-S5-P034,"{""film_thickness"": ""50 nm""}","['film_thickness', 'molecular_mass', 'site_density']",03_corpus/scripts/06_to_kb.py::split_condition_series,P,undetermined,50,,condition_axis|experimental,sample state: Annealed,"Figure 4: a) and b) Synchrotron-based 2D GIWAXS patterns of a 50 nm as-deposited film and of the same film annealed in helium. c) Azimuthal integration of the GIWAXS data for the two films . d) and e) PDFs of the as-deposited and the annealed films, resulting from the grazing incidence total X-ray scattering patterns shown in Figure S4 . The respective zoomed images are provided in the left side o",38,,uncertain,10.1021_acs.chemmater.2c02292::F4::c::Annealed
condition_axis|experimental,caption_inferred,{},0.6,single,False,10.1021_acs.chemmater.2c02292-5b-S11-P001,series_member_experiment,experimental,10.1021_acs.chemmater.2c02292-5b-S11,vision-llm,10.1021_acs.chemmater.2c02292,,species,5,{},figures/fig_5.png,none_detected,a saturation curve is one deposition per dose,Saturation curves for the RuO4 surface reaction and the alcohol surface react,,"['molecular_mass', 'pulse_time']",False,,,b,experimental_case,10.1021_acs.chemmater.2c02292,False,False,[],False,5,{},10.1021_acs.chemmater.2c02292-5b-S11-P001,{},"['molecular_mass', 'pulse_time']",,,separate_depositions,51,,condition_axis|experimental,coreactant: Methanol,"Figure 5: a) Thickness against the number of ALD cycles for the methanol, ethanol, 1-propanol, and 2-propanol (isopropanol) based processes, as obtained from XRR. b) and c) Saturation curves for the RuO4 surface reaction and the alcohol surface reaction, respectively, for these different processes. d) 3D-AFM images obtained for the methanol, ethanol, 2-propanol, and 1-propanol based processes (fro",5,,yes,10.1021_acs.chemmater.2c02292::F5::b::Methanol
correlation_record|experimental,metadata_inferred,"{""film_thickness"": ""correctly_extracted_and_bound""}",0.6,correlation,False,10.1021_acs.chemmater.2c02292-F4d-21,correlation_record,experimental,,vision-llm,10.1021_acs.chemmater.2c02292,,species,4,"{""film_thickness"": ""50 nm""}",figures/fig_4.png,none_detected,both axes are measured outputs; not a swept input,,,"['film_thickness', 'molecular_mass']",False,,,d,derived_representation,10.1021_acs.chemmater.2c02292,False,False,[],False,4,{},10.1021_acs.chemmater.2c02292-F4d-21,"{""film_thickness"": ""50 nm""}","['film_thickness', 'molecular_mass']",,,output_vs_output,52,,correlation_record|experimental,data type: Fit,"Figure 4: a) and b) Synchrotron-based 2D GIWAXS patterns of a 50 nm as-deposited film and of the same film annealed in helium. c) Azimuthal integration of the GIWAXS data for the two films . d) and e) PDFs of the as-deposited and the annealed films, resulting from the grazing incidence total X-ray scattering patterns shown in Figure S4 . The respective zoomed images are provided in the left side o",36,,no,10.1021_acs.chemmater.2c02292::F4::d::Fit
condition_axis|model,caption_inferred,"{""pressure"": ""correctly_extracted_and_bound"", ""recombination_probability"": ""incorrectly_broadcast""}",0.9,single,True,10.1021_acs.jpcc.9b08176-1b-S1-P005,series_member_experiment,model,10.1021_acs.jpcc.9b08176-1b-S1,vision-llm,10.1021_acs.jpcc.9b08176,,geometry,6,{},figures/fig_6.png,06_to_kb.to_experiments (model curve stored in experiments.json),pipeline flags relevance=model / is_model_result,"calculations, molecular /uniFB02 ow (Knudsen approximation) in trenches with AR =",,"['aspect_ratio', 'generic_pressure', 'initial_sticking_coefficient', 'temperature']",False,,"recombination_probability@paper:[5e-05, 6e-05, 7e-05]",b,simulation_run_or_profile,10.1021_acs.jpcc.9b08176,True,True,"[{""type"": ""generic_pressure"", ""value"": 50, ""unit"": ""mtorr"", ""context"": ""process_condition"", ""species"": null}]",True,1,"{""temperature"": 200}",10.1021_acs.jpcc.9b08176-1b-S1-P005,{},"['aspect_ratio', 'generic_pressure', 'initial_sticking_coefficient', 'recombination_probability', 'temperature']",03_corpus/scripts/06_to_kb.py::to_experiments (relevance=model still written to experiments.json),S,model_output,53,,condition_axis|model,surface recombination probability: r=10^-4,"Figure 1. Panel (A) gives a schematic cross-sectional side view of a PillarHall LHAR structure used in this work to study /uniFB01 lm growth by plasma ALD. Through surface recombination, the density of plasma radicals decreases exponentially versus distance into the trench. This sets a practical limit on the penetration depth of the deposited /uniFB01 lm, as illustrated in panel (B) for di /uniFB0",13,,no,10.1021_acs.jpcc.9b08176::F1::b::r=10^-4
condition_axis|model,caption_inferred,"{""pressure"": ""correctly_extracted_and_bound"", ""recombination_probability"": ""incorrectly_broadcast""}",0.9,single,True,10.1021_acs.jpcc.9b08176-1c-S4-P007,series_member_experiment,model,10.1021_acs.jpcc.9b08176-1c-S4,vision-llm,10.1021_acs.jpcc.9b08176,,geometry,6,{},figures/fig_6.png,06_to_kb.to_experiments (model curve stored in experiments.json),pipeline flags relevance=model / is_model_result,"calculations, molecular /uniFB02 ow (Knudsen approximation) in trenches with AR =",,"['aspect_ratio', 'generic_pressure', 'initial_sticking_coefficient', 'temperature']",False,,"recombination_probability@paper:[5e-05, 6e-05, 7e-05]",c,simulation_run_or_profile,10.1021_acs.jpcc.9b08176,True,True,"[{""type"": ""generic_pressure"", ""value"": 50, ""unit"": ""mtorr"", ""context"": ""process_condition"", ""species"": null}]",True,1,"{""temperature"": 200}",10.1021_acs.jpcc.9b08176-1c-S4-P007,{},"['aspect_ratio', 'generic_pressure', 'initial_sticking_coefficient', 'recombination_probability', 'temperature']",03_corpus/scripts/06_to_kb.py::to_experiments (relevance=model still written to experiments.json),S,model_output,54,,condition_axis|model,exposure time: t=10^0,"Figure 1. Panel (A) gives a schematic cross-sectional side view of a PillarHall LHAR structure used in this work to study /uniFB01 lm growth by plasma ALD. Through surface recombination, the density of plasma radicals decreases exponentially versus distance into the trench. This sets a practical limit on the penetration depth of the deposited /uniFB01 lm, as illustrated in panel (B) for di /uniFB0",14,,no,10.1021_acs.jpcc.9b08176::F1::c::t=10^0
condition_axis|model,caption_inferred,"{""pressure"": ""correctly_extracted_and_bound"", ""recombination_probability"": ""incorrectly_broadcast""}",0.9,single,True,10.1021_acs.jpcc.9b08176-1c-S6-P013,series_member_experiment,model,10.1021_acs.jpcc.9b08176-1c-S6,vision-llm,10.1021_acs.jpcc.9b08176,,geometry,6,{},figures/fig_6.png,06_to_kb.to_experiments (model curve stored in experiments.json),pipeline flags relevance=model / is_model_result,"calculations, molecular /uniFB02 ow (Knudsen approximation) in trenches with AR =",,"['aspect_ratio', 'generic_pressure', 'initial_sticking_coefficient', 'temperature']",False,,"recombination_probability@paper:[5e-05, 6e-05, 7e-05]",c,simulation_run_or_profile,10.1021_acs.jpcc.9b08176,True,True,"[{""type"": ""generic_pressure"", ""value"": 50, ""unit"": ""mtorr"", ""context"": ""process_condition"", ""species"": null}]",True,1,"{""temperature"": 200}",10.1021_acs.jpcc.9b08176-1c-S6-P013,{},"['aspect_ratio', 'generic_pressure', 'initial_sticking_coefficient', 'recombination_probability', 'temperature']",03_corpus/scripts/06_to_kb.py::to_experiments (relevance=model still written to experiments.json),S,model_output,55,,condition_axis|model,exposure time: t=10^2,"Figure 1. Panel (A) gives a schematic cross-sectional side view of a PillarHall LHAR structure used in this work to study /uniFB01 lm growth by plasma ALD. Through surface recombination, the density of plasma radicals decreases exponentially versus distance into the trench. This sets a practical limit on the penetration depth of the deposited /uniFB01 lm, as illustrated in panel (B) for di /uniFB0",14,,no,10.1021_acs.jpcc.9b08176::F1::c::t=10^2
condition_axis|model,caption_inferred,"{""pressure"": ""correctly_extracted_and_bound"", ""recombination_probability"": ""incorrectly_broadcast""}",0.9,single,True,10.1021_acs.jpcc.9b08176-1c-S8-P009,series_member_experiment,model,10.1021_acs.jpcc.9b08176-1c-S8,vision-llm,10.1021_acs.jpcc.9b08176,,geometry,6,{},figures/fig_6.png,06_to_kb.to_experiments (model curve stored in experiments.json),pipeline flags relevance=model / is_model_result,"calculations, molecular /uniFB02 ow (Knudsen approximation) in trenches with AR =",,"['aspect_ratio', 'generic_pressure', 'initial_sticking_coefficient', 'temperature']",False,,"recombination_probability@paper:[5e-05, 6e-05, 7e-05]",c,simulation_run_or_profile,10.1021_acs.jpcc.9b08176,True,True,"[{""type"": ""generic_pressure"", ""value"": 50, ""unit"": ""mtorr"", ""context"": ""process_condition"", ""species"": null}]",True,1,"{""temperature"": 200}",10.1021_acs.jpcc.9b08176-1c-S8-P009,{},"['aspect_ratio', 'generic_pressure', 'initial_sticking_coefficient', 'recombination_probability', 'temperature']",03_corpus/scripts/06_to_kb.py::to_experiments (relevance=model still written to experiments.json),S,model_output,56,,condition_axis|model,exposure time: t=10^4,"Figure 1. Panel (A) gives a schematic cross-sectional side view of a PillarHall LHAR structure used in this work to study /uniFB01 lm growth by plasma ALD. Through surface recombination, the density of plasma radicals decreases exponentially versus distance into the trench. This sets a practical limit on the penetration depth of the deposited /uniFB01 lm, as illustrated in panel (B) for di /uniFB0",14,,no,10.1021_acs.jpcc.9b08176::F1::c::t=10^4
condition_axis|model,caption_inferred,"{""pressure"": ""correctly_extracted_and_bound"", ""recombination_probability"": ""incorrectly_broadcast""}",0.9,single,True,10.1021_acs.jpcc.9b08176-1c-S8-P011,series_member_experiment,model,10.1021_acs.jpcc.9b08176-1c-S8,vision-llm,10.1021_acs.jpcc.9b08176,,geometry,6,{},figures/fig_6.png,06_to_kb.to_experiments (model curve stored in experiments.json),pipeline flags relevance=model / is_model_result,"calculations, molecular /uniFB02 ow (Knudsen approximation) in trenches with AR =",,"['aspect_ratio', 'generic_pressure', 'initial_sticking_coefficient', 'temperature']",False,,"recombination_probability@paper:[5e-05, 6e-05, 7e-05]",c,simulation_run_or_profile,10.1021_acs.jpcc.9b08176,True,True,"[{""type"": ""generic_pressure"", ""value"": 50, ""unit"": ""mtorr"", ""context"": ""process_condition"", ""species"": null}]",True,1,"{""temperature"": 200}",10.1021_acs.jpcc.9b08176-1c-S8-P011,{},"['aspect_ratio', 'generic_pressure', 'initial_sticking_coefficient', 'recombination_probability', 'temperature']",03_corpus/scripts/06_to_kb.py::to_experiments (relevance=model still written to experiments.json),S,model_output,57,,condition_axis|model,exposure time: t=10^4,"Figure 1. Panel (A) gives a schematic cross-sectional side view of a PillarHall LHAR structure used in this work to study /uniFB01 lm growth by plasma ALD. Through surface recombination, the density of plasma radicals decreases exponentially versus distance into the trench. This sets a practical limit on the penetration depth of the deposited /uniFB01 lm, as illustrated in panel (B) for di /uniFB0",14,,no,10.1021_acs.jpcc.9b08176::F1::c::t=10^4
single_experiment|experimental,heuristic,"{""pressure"": ""correctly_extracted_and_bound"", ""recombination_probability"": ""incorrectly_broadcast""}",0.85,single,False,10.1021_acs.jpcc.9b08176-F2a-12,single_experiment,experimental,,vision-llm,10.1021_acs.jpcc.9b08176,,geometry,7,{},figures/fig_7.png,10_pressure.pressure_facts -> paper-scope broadcast,record kind single_experiment not classifiable from local evidence,,,"['aspect_ratio', 'generic_pressure', 'initial_sticking_coefficient', 'temperature']",True,,"recombination_probability@paper:[5e-05, 6e-05, 7e-05]",a,unknown,10.1021_acs.jpcc.9b08176,False,True,"[{""type"": ""generic_pressure"", ""value"": 50, ""unit"": ""mtorr"", ""context"": ""process_condition"", ""species"": null}]",True,2,"{""temperature"": 200}",10.1021_acs.jpcc.9b08176-F2a-12,{},"['aspect_ratio', 'generic_pressure', 'initial_sticking_coefficient', 'recombination_probability', 'temperature']",03_corpus/scripts/10_pressure.py::pressure_facts + 06_to_kb base_ctrl,J,,58,,single_experiment|experimental,,"Figure 2. (A) Top view optical microscope images of PillarHall LHAR structures, after plasma ALD of SiO2, TiO2, Al2O3, or HfO2 and removal of the membrane (note that PillarHall generation 3, which has a smaller pillar spacing than PillarHall-4, was used for SiO 2 growth using 120 s plasma steps). Surface areas with deposited material are darker by thin/uniFB01 lm interference. These areas start at",4,,uncertain,10.1021_acs.jpcc.9b08176::F2::a::0
condition_axis|experimental,heuristic,{},0.6,single,False,10.1039_c5tc03561a-2a-S0-P001,series_member_experiment,experimental,10.1039_c5tc03561a-2a-S0,vision-llm,10.1039_c5tc03561a,,geometry;species,7,{},figures/fig_7.png,none_detected,no explicit statement of run structure in the caption or the figure's body mentions; point count alone is not evidence,,,"['aspect_ratio', 'deposition_temperature', 'molecular_mass', 'precursor_molecular_diameter']",True,,,a,unknown,10.1039_c5tc03561a,False,False,[],False,2,"{""temperature"": 195.0}",10.1039_c5tc03561a-2a-S0-P001,{},"['aspect_ratio', 'deposition_temperature', 'molecular_mass', 'precursor_molecular_diameter']",,,undetermined,59,,condition_axis|experimental,,Fig. 2 (a) GPC plotted versus substrate temperature (b) GPC versus boosting time (standard deviation: 7 measurements on 4 inch wafer). The downward arrow indicates the process parameter chosen for further experiments. The y -axis in red shows the calculated total pressure in the precursor cylinder in mbar as mentioned in the ESI. †,3,,uncertain,10.1039_c5tc03561a::F2::a::0
condition_axis|experimental,caption_inferred,"{""number of cycles"": ""structured_but_not_bound""}",0.85,single,False,10.1039_c5tc03561a-3a-S2-P001,series_member_experiment,experimental,10.1039_c5tc03561a-3a-S2,vision-llm,10.1039_c5tc03561a,,geometry;species,8,"{""number of cycles"": ""100""}",figures/fig_8.png,06_to_kb.to_experiments panel_ctrl,a depth profile is one specimen measured through its thickness,depth profile of BaO film obtained at 210 1 C substrate temperature and 2,,"['aspect_ratio', 'cycle_number', 'exposure', 'molecular_mass', 'precursor_molecular_diameter']",False,number of cycles=100(panel),,a,measurement,10.1039_c5tc03561a,False,False,[],False,3,"{""ncycles"": 100.0}",10.1039_c5tc03561a-3a-S2-P001,"{""number of cycles"": ""100""}","['aspect_ratio', 'cycle_number', 'exposure', 'molecular_mass', 'precursor_molecular_diameter']",03_corpus/scripts/06_to_kb.py::to_experiments panel_ctrl / _num_cond,H,one_continuous_run,60,,condition_axis|experimental,,Fig. 3 (a) Film thickness plotted versus number of Ba precursor exposures per BaO full cycle (b) thickness variation as a function of number of oxidant (H2O) pulses. A steady state was attained after 5-10 H2O pulses. 100 cycles were deposited in total.,3,,no,10.1039_c5tc03561a::F3::a::0
correlation_record|experimental,metadata_inferred,"{""thickness"": ""correctly_extracted_and_bound""}",0.6,correlation,False,10.1039_c5tc03561a-F8a-13,correlation_record,experimental,,vision-llm,10.1039_c5tc03561a,,geometry;species,13,"{""thickness"": ""20 nm""}",figures/fig_13.png,none_detected,both axes are measured outputs; not a swept input,,,"['aspect_ratio', 'film_thickness', 'molecular_mass', 'precursor_molecular_diameter']",False,,,a,derived_representation,10.1039_c5tc03561a,False,False,[],False,8,{},10.1039_c5tc03561a-F8a-13,"{""thickness"": ""20 nm""}","['aspect_ratio', 'film_thickness', 'molecular_mass', 'precursor_molecular_diameter']",,,output_vs_output,61,,correlation_record|experimental,,Fig. 8 Representative leakage current ( I -V ) characteristics of Pt/BTO/Ru capacitor measured for a 20 nm thick BTO layer. The top electrode defines the capacitor area (0.68 /C2 10 /C0 3 ) 2 m 2 .,47,,no,10.1039_c5tc03561a::F8::a::0
condition_axis|experimental,caption_inferred,"{""temperature"": ""correctly_extracted_and_bound""}",0.6,single,False,10.1039_c6dt03571j-5b-S1-P000,series_member_experiment,experimental,10.1039_c6dt03571j-5b-S1,vision-llm,10.1039_c6dt03571j,,species,6,"{""temperature"": ""225 °C""}",figures/fig_6.png,none_detected,self-limiting growth study: one deposition per dose,self-limiting growth,,"['cycle_number', 'molecular_mass', 'precursor_molecular_diameter', 'purge_time', 'temperature']",False,,,b,experimental_case,10.1039_c6dt03571j,False,False,[],False,5,"{""temperature"": 225.0, ""ncycles"": 250.0}",10.1039_c6dt03571j-5b-S1-P000,"{""temperature"": ""225 °C""}","['cycle_number', 'molecular_mass', 'precursor_molecular_diameter', 'purge_time', 'temperature']",,,separate_depositions,62,,condition_axis|experimental,,"Fig. 5 (a) Growth rate as a function of deposition temperature. An ALD window is observed between 175 and 300 °C. (b) Film thickness as a function of the number of deposition cycles. Data were collected using 4 s and 4 s pulse lengths for [Zn(eeki)2] and H2O, respectively, at 225 °C. (c) Precursor saturation and (d) water saturation both carried out at 225 °C.",3,,yes,10.1039_c6dt03571j::F5::b::0
unresolved_experiment_record|experimental,heuristic,"{""legend:300°C"": ""correctly_extracted_and_bound""}",0.7,unresolved,False,10.1039_c6dt03571j-F6a-10,unresolved_experiment_record,experimental,,vision-llm,10.1039_c6dt03571j,,species,7,{},figures/fig_7.png,canonical.axis_semantics (axis role unresolved),record kind unresolved_experiment_record not classifiable from local evidence,,,"['molecular_mass', 'precursor_molecular_diameter', 'purge_time', 'temperature']",True,,,a,unknown,10.1039_c6dt03571j,False,False,[],False,6,"{""temperature"": 300.0}",10.1039_c6dt03571j-F6a-10,{},"['molecular_mass', 'precursor_molecular_diameter', 'purge_time', 'temperature']",02_extraction/canonical/axis_semantics.py::resolve_x_axis,C,,63,,unresolved_experiment_record|experimental,temperature: 300°C,"Fig. 6 GI-XRD patterns of ZnO thin /uniFB01 lms as-deposited by ALD on Si(100) at various stated deposition temperatures (thicknesses ∼ 30 nm). Reference pattern PDF no. 00-036-1451, zincite phase.",15,,uncertain,10.1039_c6dt03571j::F6::a::300°C
